 sir yahan se ggps qila cheet singh ko 3 rasty jaty zara dekhain 5 teacher kaisy kechar se guzar k jateen...tawajoh karwain atleast 1 road bnwain	1
bhenchod hain ye😂	0
assignments 😂 thri c changing kr k ek dosry ka copy krna	1
rt : ayesha means randi in urdu	0
 yaar abhi hi achanak se dora para tha 2 min ke liye😂 ab utar gaya	1
english hum shrminda hain tere qatil abhi zinda hain😕😂 	1
wahan thand me hi jaate bosdk😡🤧	0
nawaz sharif wapis aye ga? nawaz shareef leader hai, imran khan yahoodi agent hai, imran khan cocaine leta hai, nawaz shareef bemar ha ya drama kr raha hai? maryam baher jaye gi ya nahe?  wtf is this behaviour?🤷	0
jo ap abhi kar rahi ho medu apaa 😂😂😂 jab tak naam nahe batao gi ya block nahe karo gi medu apaa hi bulaoo ga.. likhwa lo	1
tu hijra hai...ae hijrechatya 😆	0
abay ye bc call on hold wala music kia ho rha hai hahahahahahahahahahahah	0
😂😅😂😅 aj kal ki randiyan bht khully amm dhamkiya deti hain wah kiya zaman a gaya hai😂😅	0
aur chutiya ne urdu me naam likha h hahahha tu to secularism ki maa chod di 😂😂😂	0
   meryum chup kar jao yaar	1
    yar us ny ilzam nai lgaya, us ny kaha k controversy hy ye. ye ilzam nai hy bl k aik ajib c kahani hy jo khuda jany sach hy jhot mgr aik perception float kr rhi hy. rahi bat wafadari ki to kia ap ny memo gate k bary nai suna? in ki wafa pakistan sy hti to aaj ye hal hota hamara?	1
dear customer, mubarak ho ap hbl bank and zong company ki taraf say toyota corolla car jeet chuky hain car hasil krny k liye rabta krain.03107034912	1
 pher tou chand sa lanat banti thi... 😂	0
tm sirf bharwe ho	0
dikha dii na apni oqat galii nikal k kisi kutti maa k bachy..gastii ki oladd..sally rape production terii maa ki chutt maruu rndii ka bacha.sally qasoor tera nahi tera maa ka jo teri dafa highway pr tangy khol k lytii thii hr ata jata chod k jata tha phr tuj jasa gandu paida hoa	0
madarsachaap halala ki paidaishh ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£	0
saali ka number pass karo	0
arey aesa kuch ni ha kesi batein kr rhein ap	1
tum logon nay apni bagion ko twitter pi la kr bakwas kartay ho rundi aurat ka bacha musslli	0
fazlu bhen chod. there, i said it.	0
agar officer aise kare ga to hm kia kre ge	1
 ab b kar rhy hain mere hum naam	1
 achaa ab btao kahan busy thi	1
sunni killing a shia....what's new?  thank god he wasn't a ahmedi muslim otherwise the motive would have been to acquire a passport to migrate to western countries and continue their islamic jihadi work after retirement	0
sir g ap tu keh rahy thy deal ni hwi par yah tu eysa lag rah hy sub ho gaya hy or khan shb ny deal ki tu next kise ko v vote ni dala jay ga bc sary pakistani political leaders chutiya banaty hy awam ko bas gareeb k lye kch v nai ein bhenchodo ko eyse chor diya khan ny afsos	0
rt : bhenchod har roz sad feel karne ka tou routine hi baan gya hai	0
hahahaha.... abey saalay😂😂😂😂🙊🙊🙊	0
   har kisi kay pass ya ration card milega aadhar mile ga passport school ka certificate janam pramanpatr koi zameen ka tukda koi do padosi jo tum he jantey ho kaafi hai apni pehchaan bataney kay liye govt aur bhi list add karegi agar kisikay pass inn main saykoi document nahi	1
sch mayyyy mtlb hd h yrr khd sochna chahiy k agr hm roz roz shoping ni kr skty so hmy in bcho wali hrkato sy bahir ana pry ga	1
khan sb en jesi haaz ke najaiz padawaro ke bhen chod k mithi dalain	0
 or supreme court ny nawaz shrif ku na aehal kaha uss k bary me kya khyal?	1
aajao meri randi  mera lund khada hai tnhari chut aur gaand mein ghusne k liye aur tmhari cheekhein niklengi..... ohhhhh itna bada aur mota lund...ugffg chodo zor see..maza aara...aut chodo...uufff ahhhh harder	0
hahahaha rundi baaz aa	0
sote sher nu na jagao bhosdiwale fakebaaz #disgustingshehbaazgill	0
ye insaniyat hai tum mai chato akhrot moodi-shah k. divider in chief of india  kisi ko to zinda rehna do other then rss terrorist.	0
why nawaz sharif khandani ameer give you imran chore zakat khore yahodi any one rupee bond. shamed you are doing nothing for pakistan but do every thing for trump and moodi	0
are you one of them jinhe namaz parhe bagair sukoon ni ata?	1
  you are so right 🙏	1
tum apni bhen ki bari humy bula lena	1
rt wing? islam defined authoritatively by the quran isn't (never been) dogma. it holds self-proven facts ranging 4om sociology 2 astronomy 2 anthropology. remarkably,a most devout shia or even an xtreme ahmedi won't dare 2 alter the classical arabic quran 2 suit their own agenda.	1
 rona to bnta hy na yar😔	1
phle bta bc to apna damagh kb saaf krwaye ga  bc me bilkul saaf mind se kah tha k mujeh cats psnd ha  ik rkhi b thi but mar gyi   pta ni to kis gndi soch me rhta or   mujhe tm se yeh umeed ni tji	0
ye jism ha to kia😕	1
mare minister of punjab education murad raas se request hai females teacher ke transfer policy ko easy kia jaye jo females or us ke family jahan hain wahan per us ke duty hone chaye es per ijlaas bulaya jaye jabir ali youth prisedent	1
rt : geo khwaja sb haq adaa kr dia apne 👌👍👇❤️ lanati media 🖐🏻😡     …	0
the makers choose transgenders to f8 mahesh & rescue sonakshi. the cncept of "namard" and "mardangi" many ppl hv in thr mind is the root cz of this. we often usr "hijra" "chakka" as a gaali. hence the contrast hr shws the real " namard"? #kahaanhumkahaantum	1
aree apne toh heart attack de dena tha maine pura na read kia hota toh 😂😂 	1
iska randi rona suru h... had jaahil h ye aurat  are  chup krwao n apni rakhail ko dekho to aansu hi nhi tham rhi h iski  apki kya lgti h? aap bhi kosis kijia	0
 thank you ki jga treat chahye :)	1
oye hijra kuti ka bacha gandoo	0
see this bollywood's randdi #sham on u the bloody doggy	0
rundi ka short cut	0
imran yahodi ko apki chatrol mubarik ho	0
rt :  abe jaa na bhadwe 2 mla leke randi rona kr raha	0
rt : messsiiii you bhenchod	0
ruk teri m ki ch**t bhen le l fact se g fatt jaati toh aata kyun hai sasti r ki najayaz paidaish saale chamar ki aulaad !   achha sorry yaar jyada bol diya or haan bhai suno... teri rand! maa ki g me gadhe ka lu*d brosdike behenbox	0
 mtlb bas yhi hy to hy	1
bosdk yeh tumhare ghar me hota hai. saari k blouse me mote mote doodh dikhati firti hain tumhare dharam ki orate or hindu orat ko musalman ka l#nd aachaa lagta hai. yeh baat puri dunia janti hai	0
ma sha allah khush hogya 2 saal ka bacha achy kapry pehn kar yahodi ka design tha isky kapry per	0
pure teen gaye hen bhenchod .. fuck u twitter ..  itte hi log galti s follow krte h muje	0
aap donon aak thali ka 2 camca ham pakistan ko jtna noksan mqm ur msaref na pocaya qom info on ko kabi mad nai kraga mqm mosaref donon ko gadar hi kaha jana caiya pti yahodi ajanton ki loton ki parti ha ya tinon pakistan ko barbad kna wala log han	0
maa k hukam par amal b to krna 😅	1
baap badalne ki tayyiyyari mein ho kya?	0
rt : pehnchod saalay!!	0
hahaahhahahaaahahhahaah ye fatwe laga chukay hain mujhe pr tery jaisy ahmaq tlp k hain kuch	0
decided...  kisi celeb sy frndshp ni krni apun newbies sy frndshp kry gi bs 😌 where are u newbies.. 😍	1
bc yee ks shokhay k hth haath mic dy dia.	0
  kon sa hospital hai ye ?	1
bund garden and bhosari are places🤪	0
😂😂😂 yar mara sath b yahe hota tha	1
ye muh parde ke liye nhi chupaya  ye hijra hai es liye muh chupaya hai😜	0
bc tum to ab puncture bhi mahnga lagate ho. to tumhe kya dard hi.	0
sharifon ki kisi bhi zamanat ka jo aitbaar krayga ahmaq hoga.	0
 baji aisa kia main na kah diya ha🙄	1
main dar gae the msg dekh kay 😒😒	1
nawaz sharif ko bhool jao. he will not come back until pti. govt. de thrown or perished. nafees banda hi jail me nahi rah sakta.	1
bin tumharey kbhi nhi aayi kya mari neend bhi tumhari hey?	1
some random whatsapp chat and you are so sure 😂😂   sab he doctors yahan...	1
kisko vote karu bhenchod they're taking us for granted...	0
 yaarrr but mujhe nae pasand a raha his way mein sid baat kr raha with sana	1
bhenchod	0
 lakin mera toh past tha yeah..🌝	1
ameen..khidmat yahe he k apnay private clinic pe apni feesen kam kren plz. 	1
 drama ki story py depend krta h kon c story mjhy majborr krti daikhny py	1
abey gandu.... nature nhi rahega to oxygen kisika baap dega ssab ko????	0
rt : lakh di lanat tere munh tay khottay k puttar lanati yahodi lobby k agent haramkhor badzat dalay  niazi ht.	0
abe akhrot si shakal ke #arhaankhan tu bolega #asimriaz ko shakal dek khud ko deka h itne bure to log adhar card m b ni dikhte 😂😂 #wesupportsidharthshukla	0
 koi wja to ho gi ?	1
aby han mn bhol gya ye to sasti randi hy 😂😂	0
hum sy toh na ho paye ga😂😂	1
bhenchod messi kahin se bhi goal daal deta hai	0
rt : logon ke relationship ka randi rona dekh dekh ke single hone pe proud feel hota hai.😂	0
nhi bc apne sbhi londe lage hue hain 😂	0
stay alert there are chances that raat ko kahi kudrati press conference na ho jaye.....ask ur viewers to stay tuned....kudrati press conference kabhi bhi ho sakti hai...#shaheenbaghscam #shaheenbaghtruth	1
lanati slected government murdabad	0
 multan sultan ka theme song age #zahoor_lohar  sy krwana chiye because un ka #dil_kitha_kharaye_bholua bouth famous chal raha h 😂😂  #psl5 	1
rt : lrkiyu ki respect kiya kro bhenchodo	0
ek banda meri tatti tweets bhi rt krta hai bc itna die hard fan hai mera 😥	0
didi ek bar padh b leti. caa bs unhe cover krta jo 31st dec 2014 tk a chuke and as a refugee reh rhe. unhe citizenship de rha, sbko nhi. aur fir bolenge desh main jobs nhi, bc padhna likhna toh seekh lo tb naukri ke liye rr krna.	0
    ary asy sab k samny ni smjhaty smjh jaty hen khd hi	1
itni late ai ;-; is scooby ko dekh zara	1
lo aunty ka randi rona suru ho gya🤣🤣🤣👟👟👟👟	0
suno, daro us waqt se jab tum sab ek khuda k samney la'ay jao gy, us waqt tum sab apney apney guttnoon  k bal jhukey hoon gy.	1
haan wapas teri maa ka mujra dekhne aya tha bharwe	0
i hate dipika randi.	0
 yar stage thi aj meri parh rahi thi. 😐	1
ab tou aese mat bolllll 😂😂 	1
 acha kyun kaya kr rahi ho aesa k ungliya nahi chala sakti bhoki kuch kha rahi ho ghee	1
or eik wo afgani b tu hai sab se bara harami	0
jappi le le k gand bhi marwa le gaddar bsdk randi k bacche	0
pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂	0
meri kl say good night he ni huye to good morning khn se ho ge	1
ufff bhi.....🤦‍♀️🤦‍♀️sorry g agar aapko aisa lg ra hai....mei aap ka mazak ni ura rai thi..🤷‍♀️🤷‍♀️🙁	1
mujy b lay jata harami😢	0
bc kya maha fuddu banda hai ye	0
bc tujhy pata nhi kis liyay follow kar liya harami apni auqat dikhani hy lazmi	0
quran say phelay ki sub kitaboon main prophet muhammad kay anay ki khaber  hay .....detail kay sath ...yahodi isi waja say madina  main abad howay.....	1
pta hai ye jo schi wali mohabbat hoti ha na ye dill  ya dimagh se ni hoti... ye to rooh se hoti hai tbhi to mrne k bad b zinda rehti ha shyd...	1
 mra acc 4month suspend rha hy na thats why😂	1
yr koi btay ga kesi company ha ye???	1
like its about fucking time bhenchod	0
 na kehti toe pata nhi zinda hoti abhi tak.😁😁😁😁😁😁😁😁😁	1
jee lekin wo paisey nhi phaink rahay, inko properly utilize ker rehey he corona se fight ke liey. agay aap ki merzi sis.	1
 chly is newbi ko s/o dy😌😂	1
 maybe ye loog newbie se jealous hote han😭	1
  fyp me b kuj asa hi scene hota	1
tumhri dp dekh kr mai b ab ameen kehta hn 🤤🤤	1
so you know truth now or still consider him ahmadiya😂😂😂😂	1
tu khusra hae, tu hijra hae, tu mr 10% ka beta hae, tu ghaddar bhutto ka nawasa hae, tu larkana keh hiv ziada bacho ka mujrim hae	0
muje khud pe shak ho raha kahi main yahoodi agent toh nahi	0
 aapki video dekhi ....paras and mahi #sidnaaz ko alag nhi kr rhe hai ....first time u r wrong ....go and watch again ...pahira ne hamesha aisa hi kya hai ....unki strategy hi yhi thi sid k saath rehkar usko uske doston se alag karo (1)	1
 tmhary hony yah na hony sy fark nhe parhta 🤪🌚	1
mtlb k drs ka is se b bura haal hoga jesa ajkal hai..	1
ye sutiya to esa baat kar raha hey jese ki papad tod ne ki aukat nehin hey aur pichwade me akhrot todne ki baat kar raha ahey. afim, ganja, drugs ek sath milakar khata hoga. bc	0
 20 june bohat se hain ab no one	1
🤣🤣🤣👍🏻.  ye he hal hy ... aak din media ny rona hy k mithiye nahin mil rahi ... ye riyasat madina hy ?   imran ke wajha se mithiye nahin bani 🤣🤣🤣🤔🤪 	1
 mujhy kiya pata main toh wahan nhi rehti..ek bar i thi bus..🤷	1
masha allah khan ads sb.. ab aap kab goverments banwanay aur chlanay lagay..	1
teray kehny pe my maa baap kou chordun..❓ teri is he baat pe teri maa na chod doun..😊	0
mjhy ishq h teri zaat sy  yeh btany mn dair ho gai	1
we maharashtrian people have so many names ending with kar.itna kar-kar ke mumbai ka population badha diya hai bhenchod 😂🖤	0
 jis ny acha likha ho	1
apko bagne ki zarort nhi hm khod tujhe apne sath baginge 😉😉 	1
randi ko attention chahiye pelo re isako......isaki maa behen ko pelo.......isako uper se neeche tak attention do......	0
no one  literally no one   nibbis to tiktok k khusray.	0
professional protestors of jamia+jnu perpetually at police hq! aur koi kaam nahi. 🙄 	1
rundi ka bacha bharwaaa ptm ka kuttaa	0
bruh humne apke sath aisa knsa zulm kia ha jo isko wpis bjna ha humare pass!! ???	1
biggest enemy of pakistan nation and biggest lier in the world imran chore zakat khore yahodi. khosa chief unjustice harrami dollars laiker late gayay hain imran chore samait naibe pco musharaf chamcha javed bagairat sahoolat kaar pti	0
   aap jo account bata rahe hain yeh ghalat hai, jis se tweet aaya wo hi asal account hai...aus account par khalil ki video aayi hui keh yeh mera asli account hai........	1
kuch nhi bs aap ki yad aa rhi thi 😵.	1
india walay roo rahay ha madarchod gaand phatnay lgi to ro paray?不?不?不?不?不 gaye ka peshaab peenay walay humse larai  ge?不?不?不?不	0
 kon c treat?	1
ahmaq tha hai aur hamesha rahega. he doesn't giv a shit about his ministry 😡	0
 mein ny to ab ki bar bhi krna hy🤷‍♂️	1
 kon kya mtlb? 🤔	1
jee ammi wapsi pe dahi leta hua aon ga. 😂	1
     nargas ki id to thik se laga lo 2 number pe 😉 	0
 dushmn bhe or khaa bhe poora lya aap ne🤔😂	1
hahaha look the state of a mind of a pakistani... couldn't even read it properly....latest randdi of china ..pakistani	0
youthiye yahan bhi kutton ki tarah bhaunk rahay	0
 kya bat he teri durani tujhe he sikh he awam ka koi dhang ke bat nai tweet kar sakta	1
people really dont want to listen to your shit bhenchod talking about it is never a good idea	0
ho bhenchod itne thande hava chal rahi hai or ye chutiya ghar ke chat par bol raha  what a summer whaa #summerisgone	0
areyy kahan kiya delete... admin bhai kuch bhi mt daal..usko acha dikhane ke liye...saali fake feminists	0
   hehe...baccha h abhi...samjhega kabhi na kabhi...	0
  kutti k bachy apny baap sy tameez sy bat kr _ salay tujhe bhi dunia main pakistani e ly kr aya eh ... gandi olad rundians  lundian nation, lundian people	0
ussi din apka dimag apke liye life jacket ka kaam karega..!!!	1
yaaaaaaaaaarrrr bhenchod sakoon kidr hai????sakoon???	0
 real or ideal mai farq hai na.. ideal yea u can say	1
 uss bicharey kaa bhi tou personal hai 😂😂	1
  😑😑😑😑😑  stop it chutku, i iz bari jitna marzi drama kar lo, sach nae badl sakta, u have to respect me 🌚🌚😂😂😂😂	1
abay mein bhool he gaya tha samit patel england se hai accent se yaad aya.	1
aik to college walo ka koi deen emaan hi nahi hy , hrr hafte monthly test ka dhong rachaty hy bharwe	0
jab 2 bande baat kar rae hon to randians ko beech mn ane ki zaroorat ni gashti ke bache .	0
pata ha na jhon khaleesi k sath akhir me kia krta ha? 😂	1
 zaroor likhain phir jab ban hoga onair honay say pehlay toh hum phir campaign chlain gay wooowwww .	1
 meri trf sy tu hy teri trf sy jo bhi ho😂😂😂😂	1
besharm insan jb chori & corruption hoti thi tb ye kuta corruption ki bat krny ki bajaye sharab ki bottles dhondta tha or ab is kuty ki bhonk sono jo pmik k bary m keh rha h is kuty ka kiya haq h kisi ko yahoodi khy  lanat is kuty pr haram ki nasl ☹☹	0
 allah ka shukr hay kheriat se han. ap kese han aor kahan gaeb thy?	1
wo kehti ha muhabat krte ho tu 200 ka load bhejoo!   kya kre ab bechara zaigham?? 😪🌚	1
 tareef is khuda ki jis ny jehan bnaya  menu haseen bnaya tenu ty bus mgru e laya😝🤣 #achasorry	0
gand k baal tujhy mana kiya apni family shajra yahan na bta bhen chod dallay raha na tu koi gand ka kharora kisi anay shareef ki pedawar	0
sir ka tu ma 15 saal say fan hon or in k muqaf or khiyalaat say 100% agreed hon. in k yahodi conspiracy k baray me lafz ba lafz biyan me suchai hai.	1
 esay kon marta hai??🤣🤣	1
are matherchod tab kaha the jan sid ne asim ko dhakka mara tha  aur aaj asim ki galtiyan nikal rahe ho bahanchod  promo hai kal ka episode dekhna phir bakchodi pelna	0
rt : han maloom hai apne baap ko mat sikha.	0
dost khote jaarahe hain, dekh, hum barey hote jaa rahe hain!	1
yeh sun'ny sy pehly mjy qabaz thi.. now feeling better.. ✌🏻😪 #tayyarhain 	1
gau mutr peeyo tum log lodu awkat bna phir aake muh lag, randwa saala	0
koi mujh jesa masoom hai yahan jiska 14 feb s koi taluk wasta nahi?😑😕	1
persecute muslim lmao they are thriving like any other community in india. just give ahmedi their freedom then talk about muslim og anywhere else	1
    ok wo madarsa ka us ko choro  what is international media saying about your economy and #rssterrorists  government and your economy crisis	1
all 3 major islamic parties will soon merge to create an islamic revolution on same lines as iran to overthrow  over his callous actions. if their activists are arrested or stopped, it will only make situation worse. i told ahmaq khan to reconcile with 	0
sir, aap mar kyo nahi jate bc.	0
sikh yahoodi qadianio ka yaar imran niazi no more	0
ek heater hi ki to warmth hai zindagi me bhenchodusme bhi gas chali jaati hai someone nuke this country bombs mfs where are the bombs	0
kmal hai 3month k baad achanak use laga k wo fake hai. how can u say he is mastermind then. 40 saal ka immature apke sid ki mahira aur rashmi ne bola i m showing u mirror	1
she: tu match aur mujhme se kise choose karega !?  me: 😂😭 	1
iss ilan ka result yeah hu ga " miti pao ".	1
arre bhai inka koi mazhab nahi hota. they are equal to those who have committed that heinous crime.  khair, meri yehi duwa hai ke wo ladki ke maa baap ko allah sabar de.	1
teri bhen ko chod ne wale hai	0
dandi se pati teri body hai. gandhi ji ki dhoti mein chote akhrot. 😂😂😂	0
jo teri maa ki nangi tasweeren banwa kr pakistan me banta karta tha tha voh imran ni  farari shareer loharan qatar wali ka aaba tha ... sale bharwe	0
bajwa kon sa tri bhen k ghar bomb chala k aya h ? namak harami koi ap se jane ...	0
ha to mat dekho na , apni mahira ki tarah yaha pe bhaunk kyu rahe ho ghatiya show karke ? vaise bhi mahira ka ladt week hai ghar me	0
teri maa ki choot daly dabu zulfi bukhari ka naam ecl sy1 ghanty ma nikalwa lia tha us sy to koi guarantee ni li gae thi.bhen chodo awam ko chutiya banaya hua hai.kanjro	0
you’re surely unwanted   atleast in india... apna randi rona kahi aur jaa ke karo na... may be pakistan or turkey will give you as a muslim woman all the due respect that you seek! and to top it off, they’ll also gift you a burqa to wear so that you can hide your face!	0
lahore ki chae or coffee se bi masa hai inko dafa jo jao hmary shehar se randi pls	0
ab to aesa scene hota hai kay agr kuch hoa ho tab bhi doston ko yehi kehti hoon sab sahi hai .. :)🥺	1
bhosdiwale chachd tu pehle gsmr chod bhenchod	0
phudi ky unblock kar	0
3lac ka mushroom teri maa deke gayee thi yaa tera baap rakh ke gaya tha 🤣😂 do kaudi ke it cell ke pille 🖕🏻	0
   abi tk to koi khabr nhi aysisubha se koi 5...6 news paper parh liye hn	1
 mujhy pata hota toh main ny yeah tweet nhi karni thi..	1
erdogan ki permission say israel apni hawai jahazon ki practice turkey ki fizaye hudood may karta hai, turkey say woh boot or uniform israel jaatay hain jinko pehen kar yahoodi baith ul muqaddas may dandata phirta hai, turkey or israel ki tijarat barhti jarahi hai,....	1
yache diya tha mujhe mbbs degree show karne ko jab maine bola indian visa dikha to bhag gaya sala hijra 😂😂😂😂	0
gashti orat tujhy koi amreci ni mila abi tak jo teri garmi ko thik kry kise gashti maa ki baiti,	0
 lant hy teri aagli pecchli tweet pe or tum pe or qadyanion pe or kuch ?	0
teri maa ki kuss bharwe yeh kiya bakwas ki hai	0
pura padh msg halala ki aulad	0
fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.	0
drop your name for a shout-out 🙂	1
2kodi ki randi hai	0
randi sali...  madarchod....	0
  is mulk main islam aurat k libas se start ho kr isi pe q khatam hta h?	1
 ye song khan se ageye 💁😹 btw thanks bear 👅	1
*hzaron zakham asy thy k silty to achaa tha  bss tmhi ko hmny chaha tmhi milty to achaa tha *        😥😥😥😥😥😥😥😥😥	1
you promised your father that you will be a hijra?	0
bhenchod insta dp chura liya mera gandu 😠	0
so u are not against those.. who hate hindus.. and think other than muslims all are kaafir... and believe kashmir, chattisgarh, assam are not part of india.	1
logon ki maa ka bhosra	0
  arry mzak tha bhai 🤣	1
 such me gir pare  meri tarha kal main to seereon se gir gayi thi😢😢	1
 aurat khiloona nhi h jis se sukoon lena h bs us k sath bht se or chezain jurri hain. ye aik muhabbat ka rishta h aik ehsaas ka rishta b h aik ayat na focus karain bs agay pechay b dekh lain. ( sada alfaz mai tarjuma b kr dia h 😅 )	1
  yar wo nhi lety mry ko 😕	1
  samjha toh dunga bas ye mat bolna evm hack ho gai	1
tery harami baap ki jab bivi mari thi to us k bachy bhi ni aye thy janazy py, tab takleef kun ni hui	0
mein ny apni dadi k phone ki brightness kal sham se zero ki hui hai or ab mein un se 500 rupee ly kar un k phone ka bulb change karu ga💡	1
 kuch nahi hua mujhe	1
#an open peace lecture was delivered by mr.tabrej from  ahmaddiya community at the modern group of colleges mukerian. ahmaddiya community of islam was founded by "mirza gulam ahmad" in 1835 at qadian, gurdaspur. motive of this community is  "love for all, hatred for none".	1
add on usne kuch din halala karwa k wo aulad paida ki thi wo bhi pakistani buisness man se	0
moun ko chup lagh jati ha fr pata ni kyun	1
 tum be ke ham to karti thi waqat ke sath	1
tere jaise hazaro chutiye chamche the already is duniya me...par tere baap ne bhi same galti repeat karin a.....🤗	0
jo auratain aurat march ka ghalat faida utha kar ghatya slogans ko promote kar rahi hain, yeh aurat ke asal masaiyal se dehan hata kar har aurat ke sath bht zulm kar rahi hain. aur zulm ke khilaaf allah behtreen faisla karta hai. #auratmarch #auratazadimarch #merajismmerimarzi	1
besharm insaan kia apni maa ky sath bhi iss trha baat krty ho??😒😡	0
krny waly phir b krty hain😂😂 or jinhon ny krna ho naaw unhain kuch dikhai ni dyta 😂	1
 koi nai but it was literally dope i mean on entire stock 🤤	1
